item_id,item_name,category,household_id,quantity,min_stock_level,mean_daily_usage,daily_usage_variance,refill_lead_time_days,target_label
ITM004,Rice,Grains,HH016,0.81,0.46,0.146,0.105,2,1
ITM012,Cooking Oil,Pantry,HH010,0.95,0.18,0.03,0.012,3,0
ITM012,Cooking Oil,Pantry,HH020,0.94,0.2,0.036,0.008,4,0
ITM008,Yogurt,Dairy,HH010,10.21,1.79,0.351,0.208,1,0
ITM011,Cereal,Pantry,HH020,1.21,0.22,0.047,0.023,1,0
ITM007,Tomatoes,Produce,HH001,4.39,0.93,0.298,0.177,4,0
ITM014,Orange Juice,Beverages,HH012,4.79,0.94,0.323,0.084,3,0
ITM014,Orange Juice,Beverages,HH005,3.28,0.99,0.21,0.149,4,0
ITM006,Chicken Breast,Meat,HH015,1.48,0.74,0.14,0.081,5,1
ITM014,Orange Juice,Beverages,HH013,7.89,1.2,0.272,0.066,3,0
ITM003,Bread,Bakery,HH008,11.06,1.71,0.762,0.097,1,0
ITM002,Eggs,Dairy,HH020,8.41,1.23,0.269,0.084,5,0
ITM004,Rice,Grains,HH020,1.08,0.52,0.088,0.015,2,1
ITM009,Cheese,Dairy,HH001,1.45,0.24,0.085,0.049,3,0
ITM011,Cereal,Pantry,HH017,2.19,0.37,0.109,0.049,4,0
ITM013,Frozen Peas,Frozen,HH007,1.96,0.32,0.138,0.034,1,0
ITM005,Ice Cream,Frozen,HH015,0.94,0.66,0.115,0.085,1,1
ITM003,Bread,Bakery,HH019,6.85,1.31,0.565,0.358,4,0
ITM005,Ice Cream,Frozen,HH019,0.69,0.47,0.231,0.065,1,1
ITM014,Orange Juice,Beverages,HH013,5.86,1.06,0.305,0.068,2,0
ITM007,Tomatoes,Produce,HH014,6.69,1.18,0.483,0.183,5,0
ITM004,Rice,Grains,HH002,2.06,0.5,0.119,0.05,2,0
ITM011,Cereal,Pantry,HH006,0.82,0.26,0.07,0.035,4,0
ITM005,Ice Cream,Frozen,HH011,2.73,0.4,0.146,0.036,5,0
ITM008,Yogurt,Dairy,HH003,1.98,1.03,0.773,0.172,5,1
ITM014,Orange Juice,Beverages,HH005,1.26,0.7,0.153,0.067,4,1
ITM012,Cooking Oil,Pantry,HH017,1.0,0.15,0.043,0.012,4,0
ITM007,Tomatoes,Produce,HH008,4.99,0.99,0.345,0.171,3,0
ITM002,Eggs,Dairy,HH013,4.75,1.49,0.368,0.261,5,0
ITM014,Orange Juice,Beverages,HH014,1.05,0.84,0.542,0.129,1,1
ITM007,Tomatoes,Produce,HH016,5.02,1.32,0.282,0.057,2,0
ITM002,Eggs,Dairy,HH001,4.15,0.91,0.231,0.132,1,0
ITM008,Yogurt,Dairy,HH020,3.7,1.94,0.356,0.121,2,1
ITM006,Chicken Breast,Meat,HH006,5.99,1.15,0.269,0.133,5,0
ITM002,Eggs,Dairy,HH010,7.42,1.07,0.224,0.111,1,0
ITM015,Butter,Dairy,HH011,0.28,0.3,0.079,0.047,3,1
ITM013,Frozen Peas,Frozen,HH009,1.43,0.43,0.15,0.034,3,1
ITM007,Tomatoes,Produce,HH001,4.31,1.1,0.211,0.052,5,0
ITM003,Bread,Bakery,HH007,2.96,1.55,0.472,0.35,2,1
ITM007,Tomatoes,Produce,HH020,8.53,1.22,0.151,0.07,3,0
ITM003,Bread,Bakery,HH014,1.7,1.9,0.679,0.257,2,1
ITM015,Butter,Dairy,HH011,1.1,0.24,0.078,0.01,5,0
ITM014,Orange Juice,Beverages,HH003,1.1,0.8,0.283,0.118,3,1
ITM010,Bananas,Produce,HH010,1.83,1.06,0.259,0.168,3,1
ITM015,Butter,Dairy,HH016,0.89,0.27,0.068,0.052,4,0
ITM009,Cheese,Dairy,HH018,1.15,0.23,0.154,0.104,3,1
ITM009,Cheese,Dairy,HH012,0.7,0.22,0.12,0.087,2,1
ITM003,Bread,Bakery,HH003,8.72,1.73,0.649,0.441,1,0
ITM008,Yogurt,Dairy,HH009,8.89,1.56,0.547,0.27,5,0
ITM015,Butter,Dairy,HH003,1.28,0.29,0.075,0.016,4,0
ITM008,Yogurt,Dairy,HH013,7.09,1.2,0.458,0.107,3,0
ITM012,Cooking Oil,Pantry,HH001,1.4,0.2,0.036,0.009,2,0
ITM005,Ice Cream,Frozen,HH010,4.58,0.66,0.106,0.067,1,0
ITM010,Bananas,Produce,HH010,4.7,0.89,0.26,0.128,1,0
ITM006,Chicken Breast,Meat,HH001,7.08,1.09,0.29,0.147,1,0
ITM006,Chicken Breast,Meat,HH017,4.19,0.98,0.377,0.111,4,0
ITM013,Frozen Peas,Frozen,HH007,2.51,0.54,0.11,0.024,3,0
ITM012,Cooking Oil,Pantry,HH011,0.69,0.17,0.047,0.025,1,0
ITM007,Tomatoes,Produce,HH005,4.68,0.88,0.191,0.129,5,0
ITM014,Orange Juice,Beverages,HH010,7.41,1.18,0.192,0.04,3,0
ITM008,Yogurt,Dairy,HH020,9.81,1.91,0.366,0.218,2,0
ITM010,Bananas,Produce,HH020,4.63,1.23,0.259,0.157,4,0
ITM014,Orange Juice,Beverages,HH012,2.28,0.81,0.275,0.145,3,1
ITM006,Chicken Breast,Meat,HH001,1.01,1.01,0.204,0.053,4,1
ITM006,Chicken Breast,Meat,HH019,1.73,1.19,0.469,0.219,2,1
ITM012,Cooking Oil,Pantry,HH018,0.42,0.11,0.077,0.01,1,1
ITM008,Yogurt,Dairy,HH003,8.21,1.73,0.745,0.438,2,0
ITM001,Milk,Dairy,HH015,2.92,1.79,0.348,0.073,4,1
ITM014,Orange Juice,Beverages,HH001,4.73,0.89,0.293,0.034,3,0
ITM012,Cooking Oil,Pantry,HH014,0.65,0.17,0.068,0.048,2,1
ITM007,Tomatoes,Produce,HH017,4.85,1.25,0.301,0.204,5,0
ITM007,Tomatoes,Produce,HH016,5.2,0.85,0.268,0.116,3,0
ITM001,Milk,Dairy,HH005,2.88,2.26,0.268,0.132,1,1
ITM004,Rice,Grains,HH014,3.29,0.6,0.189,0.081,1,0
ITM014,Orange Juice,Beverages,HH003,4.21,0.63,0.274,0.153,3,0
ITM002,Eggs,Dairy,HH004,2.5,1.35,0.559,0.132,1,1
ITM008,Yogurt,Dairy,HH005,9.18,1.92,0.369,0.043,1,0
ITM014,Orange Juice,Beverages,HH004,0.75,0.79,0.404,0.306,5,1
ITM012,Cooking Oil,Pantry,HH001,0.8,0.2,0.038,0.017,5,0
ITM009,Cheese,Dairy,HH019,0.81,0.23,0.142,0.024,5,1
ITM008,Yogurt,Dairy,HH008,6.68,1.99,0.623,0.245,4,0
ITM002,Eggs,Dairy,HH015,7.33,1.14,0.211,0.078,2,0
ITM004,Rice,Grains,HH006,0.43,0.32,0.1,0.038,4,1
ITM009,Cheese,Dairy,HH006,0.24,0.31,0.087,0.028,1,1
ITM002,Eggs,Dairy,HH010,1.65,1.45,0.245,0.078,5,1
ITM001,Milk,Dairy,HH016,1.56,1.94,0.523,0.314,4,1
ITM007,Tomatoes,Produce,HH008,4.89,0.91,0.387,0.095,2,0
ITM008,Yogurt,Dairy,HH002,4.67,1.31,0.356,0.259,2,0
ITM006,Chicken Breast,Meat,HH014,1.03,0.76,0.295,0.229,2,1
ITM012,Cooking Oil,Pantry,HH010,1.22,0.19,0.031,0.023,3,0
ITM005,Ice Cream,Frozen,HH003,1.06,0.42,0.283,0.065,4,1
ITM013,Frozen Peas,Frozen,HH014,1.03,0.44,0.232,0.061,4,1
ITM009,Cheese,Dairy,HH017,1.54,0.3,0.097,0.062,1,0
ITM014,Orange Juice,Beverages,HH018,7.18,1.08,0.275,0.037,5,0
ITM007,Tomatoes,Produce,HH011,3.59,0.77,0.298,0.091,3,0
ITM005,Ice Cream,Frozen,HH011,4.3,0.63,0.115,0.024,4,0
ITM008,Yogurt,Dairy,HH020,2.08,1.72,0.326,0.133,5,1
ITM014,Orange Juice,Beverages,HH003,7.59,1.16,0.267,0.124,1,0
ITM006,Chicken Breast,Meat,HH003,2.97,0.88,0.298,0.072,4,0
ITM003,Bread,Bakery,HH012,10.84,1.64,0.536,0.238,1,0
ITM012,Cooking Oil,Pantry,HH018,0.98,0.17,0.047,0.007,5,0
ITM006,Chicken Breast,Meat,HH010,2.58,0.9,0.204,0.16,5,1
ITM001,Milk,Dairy,HH001,0.85,1.28,0.349,0.075,2,1
ITM007,Tomatoes,Produce,HH002,1.54,0.72,0.255,0.062,1,1
ITM015,Butter,Dairy,HH003,1.32,0.23,0.071,0.02,4,0
ITM010,Bananas,Produce,HH001,4.12,1.16,0.24,0.077,1,0
ITM012,Cooking Oil,Pantry,HH002,0.35,0.11,0.055,0.034,1,1
ITM002,Eggs,Dairy,HH017,6.4,1.15,0.335,0.077,3,0
ITM015,Butter,Dairy,HH001,0.14,0.26,0.079,0.041,3,1
ITM005,Ice Cream,Frozen,HH016,2.14,0.57,0.127,0.073,1,0
ITM010,Bananas,Produce,HH013,1.35,0.83,0.489,0.052,3,1
ITM010,Bananas,Produce,HH019,3.31,1.54,0.551,0.176,5,1
ITM007,Tomatoes,Produce,HH018,0.67,0.91,0.483,0.286,3,1
ITM005,Ice Cream,Frozen,HH019,1.61,0.44,0.224,0.049,4,1
ITM015,Butter,Dairy,HH012,0.26,0.19,0.07,0.04,1,1
ITM013,Frozen Peas,Frozen,HH010,1.56,0.55,0.077,0.008,1,0
ITM012,Cooking Oil,Pantry,HH020,1.33,0.2,0.025,0.014,4,0
ITM007,Tomatoes,Produce,HH008,3.02,0.72,0.47,0.158,5,1
ITM004,Rice,Grains,HH017,2.11,0.52,0.151,0.073,3,0
ITM012,Cooking Oil,Pantry,HH009,0.92,0.17,0.076,0.055,4,0
ITM007,Tomatoes,Produce,HH014,6.3,1.25,0.53,0.392,4,0
ITM002,Eggs,Dairy,HH011,2.17,0.92,0.4,0.223,2,1
ITM002,Eggs,Dairy,HH017,3.42,0.83,0.374,0.054,2,1
ITM002,Eggs,Dairy,HH002,0.68,1.32,0.287,0.124,2,1
ITM010,Bananas,Produce,HH002,1.32,1.43,0.438,0.251,5,1
ITM007,Tomatoes,Produce,HH018,2.64,1.07,0.351,0.062,1,1
ITM014,Orange Juice,Beverages,HH010,2.38,0.87,0.167,0.072,3,0
ITM002,Eggs,Dairy,HH010,5.34,1.3,0.197,0.021,4,0
ITM015,Butter,Dairy,HH004,0.99,0.27,0.136,0.038,2,1
ITM014,Orange Juice,Beverages,HH001,1.11,0.74,0.281,0.045,3,1
ITM005,Ice Cream,Frozen,HH009,4.34,0.71,0.244,0.067,3,0
ITM008,Yogurt,Dairy,HH007,9.48,1.69,0.399,0.083,5,0
ITM010,Bananas,Produce,HH001,2.56,1.34,0.38,0.175,1,1
ITM003,Bread,Bakery,HH016,6.93,1.96,0.463,0.127,1,0
ITM009,Cheese,Dairy,HH005,2.02,0.35,0.069,0.014,2,0
ITM003,Bread,Bakery,HH010,1.88,1.38,0.381,0.303,2,1
ITM001,Milk,Dairy,HH016,11.7,1.7,0.479,0.071,4,0
ITM013,Frozen Peas,Frozen,HH007,0.53,0.5,0.123,0.013,1,1
ITM001,Milk,Dairy,HH013,2.65,2.36,0.9,0.282,3,1
ITM014,Orange Juice,Beverages,HH010,4.94,1.13,0.197,0.142,2,0
ITM004,Rice,Grains,HH012,2.31,0.37,0.14,0.061,4,0
ITM015,Butter,Dairy,HH001,0.3,0.31,0.062,0.042,4,1
ITM003,Bread,Bakery,HH005,1.49,1.8,0.275,0.16,2,1
ITM003,Bread,Bakery,HH014,9.2,1.38,0.552,0.224,2,0
ITM002,Eggs,Dairy,HH014,1.34,0.92,0.553,0.297,1,1
ITM005,Ice Cream,Frozen,HH001,4.35,0.68,0.188,0.116,4,0
ITM010,Bananas,Produce,HH020,0.92,0.9,0.28,0.185,4,1
ITM011,Cereal,Pantry,HH001,2.02,0.33,0.072,0.024,5,0
ITM010,Bananas,Produce,HH007,2.72,1.45,0.425,0.194,3,1
ITM015,Butter,Dairy,HH016,0.41,0.17,0.08,0.047,2,1
ITM015,Butter,Dairy,HH002,0.69,0.28,0.077,0.008,4,1
ITM010,Bananas,Produce,HH017,3.92,0.82,0.298,0.042,4,0
ITM004,Rice,Grains,HH010,2.98,0.58,0.079,0.028,2,0
ITM010,Bananas,Produce,HH005,6.2,1.48,0.227,0.179,1,0
ITM002,Eggs,Dairy,HH010,7.61,1.32,0.267,0.03,5,0
ITM011,Cereal,Pantry,HH019,0.54,0.34,0.159,0.04,5,1
ITM008,Yogurt,Dairy,HH011,8.36,1.95,0.405,0.079,4,0
ITM013,Frozen Peas,Frozen,HH019,0.32,0.42,0.165,0.026,1,1
ITM011,Cereal,Pantry,HH014,0.71,0.23,0.146,0.036,1,1
ITM004,Rice,Grains,HH005,3.25,0.55,0.078,0.047,2,0
ITM009,Cheese,Dairy,HH009,1.18,0.34,0.144,0.048,2,1
ITM010,Bananas,Produce,HH004,4.46,1.54,0.621,0.354,1,1
ITM011,Cereal,Pantry,HH017,0.77,0.28,0.081,0.063,5,1
ITM001,Milk,Dairy,HH016,1.21,1.7,0.449,0.237,5,1
ITM013,Frozen Peas,Frozen,HH002,2.01,0.38,0.194,0.089,5,0
ITM002,Eggs,Dairy,HH004,1.38,1.13,0.44,0.158,3,1
ITM002,Eggs,Dairy,HH012,4.97,0.95,0.435,0.187,5,0
ITM004,Rice,Grains,HH006,0.91,0.43,0.13,0.098,1,1
ITM015,Butter,Dairy,HH010,1.59,0.25,0.06,0.033,5,0
ITM003,Bread,Bakery,HH016,6.04,1.27,0.287,0.151,4,0
ITM002,Eggs,Dairy,HH013,3.47,0.93,0.407,0.076,2,1
ITM002,Eggs,Dairy,HH014,1.39,0.86,0.691,0.511,4,1
ITM004,Rice,Grains,HH001,0.66,0.34,0.109,0.038,4,1
ITM003,Bread,Bakery,HH004,4.21,1.02,0.583,0.254,1,1
ITM003,Bread,Bakery,HH011,5.58,1.58,0.477,0.088,5,0
ITM015,Butter,Dairy,HH008,0.16,0.24,0.097,0.049,5,1
ITM008,Yogurt,Dairy,HH001,9.2,1.49,0.34,0.122,5,0
ITM014,Orange Juice,Beverages,HH020,0.91,0.76,0.205,0.145,4,1
ITM002,Eggs,Dairy,HH014,3.99,0.81,0.713,0.266,4,1
ITM011,Cereal,Pantry,HH009,0.51,0.34,0.169,0.098,4,1
ITM005,Ice Cream,Frozen,HH001,1.43,0.57,0.186,0.104,1,1
ITM008,Yogurt,Dairy,HH002,0.67,1.12,0.622,0.159,2,1
ITM006,Chicken Breast,Meat,HH001,3.19,0.86,0.225,0.038,2,0
ITM014,Orange Juice,Beverages,HH020,5.12,0.9,0.133,0.05,3,0
ITM013,Frozen Peas,Frozen,HH019,1.91,0.35,0.244,0.126,4,0
ITM006,Chicken Breast,Meat,HH014,3.09,0.74,0.467,0.179,1,1
ITM006,Chicken Breast,Meat,HH011,1.88,1.2,0.233,0.066,2,1
ITM005,Ice Cream,Frozen,HH009,2.36,0.46,0.31,0.21,5,1
ITM015,Butter,Dairy,HH011,0.89,0.19,0.061,0.038,3,0
ITM009,Cheese,Dairy,HH017,0.24,0.28,0.11,0.085,3,1
ITM014,Orange Juice,Beverages,HH005,3.74,0.76,0.168,0.105,2,0
ITM007,Tomatoes,Produce,HH002,5.31,1.14,0.367,0.146,2,0
ITM012,Cooking Oil,Pantry,HH009,0.67,0.18,0.075,0.012,5,1
ITM010,Bananas,Produce,HH011,2.79,1.48,0.229,0.144,3,1
ITM004,Rice,Grains,HH020,2.47,0.59,0.089,0.069,1,0
ITM011,Cereal,Pantry,HH003,1.1,0.22,0.123,0.05,2,0
ITM009,Cheese,Dairy,HH004,1.03,0.23,0.128,0.027,4,0
ITM006,Chicken Breast,Meat,HH016,3.39,0.65,0.184,0.116,4,0
ITM011,Cereal,Pantry,HH005,1.22,0.21,0.054,0.024,1,0
ITM012,Cooking Oil,Pantry,HH017,0.2,0.15,0.039,0.017,1,1
ITM015,Butter,Dairy,HH014,0.71,0.3,0.113,0.071,4,1
ITM009,Cheese,Dairy,HH006,1.73,0.26,0.08,0.063,3,0
ITM001,Milk,Dairy,HH007,2.9,2.25,0.442,0.053,2,1
ITM005,Ice Cream,Frozen,HH020,1.88,0.77,0.124,0.043,5,0
ITM006,Chicken Breast,Meat,HH018,6.78,1.05,0.467,0.089,3,0
ITM014,Orange Juice,Beverages,HH010,4.29,1.06,0.22,0.122,1,0
ITM010,Bananas,Produce,HH017,5.31,1.53,0.287,0.206,2,0
ITM001,Milk,Dairy,HH019,7.31,1.98,0.756,0.334,4,1
ITM015,Butter,Dairy,HH020,0.34,0.24,0.057,0.013,2,1
ITM008,Yogurt,Dairy,HH017,5.48,1.23,0.577,0.366,2,1
ITM007,Tomatoes,Produce,HH009,0.67,0.75,0.468,0.249,5,1
ITM015,Butter,Dairy,HH007,1.48,0.29,0.1,0.055,3,0
ITM004,Rice,Grains,HH010,1.09,0.37,0.078,0.059,5,0
ITM014,Orange Juice,Beverages,HH004,4.8,0.77,0.522,0.383,1,1
ITM009,Cheese,Dairy,HH002,1.94,0.32,0.124,0.015,2,0
ITM005,Ice Cream,Frozen,HH003,1.28,0.52,0.205,0.083,1,1
ITM009,Cheese,Dairy,HH012,0.6,0.29,0.085,0.054,1,1
ITM007,Tomatoes,Produce,HH020,3.59,1.23,0.239,0.077,5,0
ITM007,Tomatoes,Produce,HH011,5.22,1.02,0.303,0.18,5,0
ITM004,Rice,Grains,HH009,1.45,0.44,0.196,0.149,4,1
ITM005,Ice Cream,Frozen,HH019,3.34,0.61,0.285,0.141,4,0
ITM007,Tomatoes,Produce,HH017,1.23,1.02,0.256,0.098,3,1
ITM014,Orange Juice,Beverages,HH008,2.13,1.16,0.407,0.092,5,1
ITM001,Milk,Dairy,HH014,8.5,1.85,0.925,0.483,2,1
ITM007,Tomatoes,Produce,HH016,2.59,1.13,0.264,0.188,5,0
ITM008,Yogurt,Dairy,HH001,1.2,1.87,0.456,0.219,5,1
ITM004,Rice,Grains,HH003,0.68,0.31,0.197,0.058,5,1
ITM006,Chicken Breast,Meat,HH014,2.85,1.04,0.473,0.356,2,1
ITM003,Bread,Bakery,HH005,5.87,1.52,0.356,0.23,4,0
ITM007,Tomatoes,Produce,HH020,5.0,1.01,0.162,0.127,5,0
ITM001,Milk,Dairy,HH009,12.04,1.76,0.817,0.173,5,0
ITM008,Yogurt,Dairy,HH006,4.29,1.34,0.397,0.222,1,1
ITM002,Eggs,Dairy,HH018,2.96,1.29,0.376,0.155,3,1
ITM006,Chicken Breast,Meat,HH012,4.32,0.81,0.29,0.19,4,0
ITM005,Ice Cream,Frozen,HH009,1.11,0.61,0.253,0.039,4,1
ITM001,Milk,Dairy,HH001,6.4,2.17,0.425,0.22,2,0
ITM001,Milk,Dairy,HH016,4.49,1.8,0.495,0.283,2,1
ITM010,Bananas,Produce,HH003,1.47,1.12,0.484,0.384,3,1
ITM015,Butter,Dairy,HH010,1.87,0.29,0.04,0.018,4,0
ITM013,Frozen Peas,Frozen,HH014,1.67,0.43,0.235,0.059,1,1
ITM009,Cheese,Dairy,HH002,0.45,0.34,0.074,0.03,5,1
ITM003,Bread,Bakery,HH011,13.16,1.92,0.413,0.095,2,0
ITM003,Bread,Bakery,HH017,8.19,1.72,0.599,0.401,3,0
ITM010,Bananas,Produce,HH018,1.78,1.02,0.604,0.293,3,1
ITM007,Tomatoes,Produce,HH001,1.91,0.7,0.315,0.193,3,1
ITM001,Milk,Dairy,HH010,10.9,1.89,0.272,0.125,2,0
ITM005,Ice Cream,Frozen,HH003,3.35,0.74,0.299,0.162,5,0
ITM003,Bread,Bakery,HH019,4.58,1.15,0.873,0.394,1,1
ITM005,Ice Cream,Frozen,HH015,3.93,0.61,0.122,0.042,5,0
ITM003,Bread,Bakery,HH011,2.5,1.81,0.518,0.111,4,1
ITM014,Orange Juice,Beverages,HH012,5.79,0.91,0.352,0.049,3,0
ITM010,Bananas,Produce,HH007,4.35,1.0,0.42,0.169,5,1
ITM012,Cooking Oil,Pantry,HH020,1.08,0.16,0.031,0.009,4,0
ITM009,Cheese,Dairy,HH005,0.21,0.39,0.058,0.025,2,1
ITM013,Frozen Peas,Frozen,HH003,1.09,0.56,0.167,0.083,3,1
ITM001,Milk,Dairy,HH005,7.2,1.92,0.442,0.154,2,0
ITM007,Tomatoes,Produce,HH011,3.67,0.8,0.275,0.202,4,0
ITM009,Cheese,Dairy,HH013,1.17,0.28,0.128,0.047,1,1
ITM003,Bread,Bakery,HH004,9.32,1.88,0.604,0.306,3,0
ITM013,Frozen Peas,Frozen,HH016,1.12,0.59,0.143,0.059,4,1
ITM012,Cooking Oil,Pantry,HH007,0.54,0.14,0.05,0.019,2,0
ITM002,Eggs,Dairy,HH017,0.6,0.89,0.505,0.085,1,1
ITM007,Tomatoes,Produce,HH002,4.07,1.01,0.411,0.086,2,0
ITM010,Bananas,Produce,HH013,5.37,1.54,0.425,0.316,2,0
ITM012,Cooking Oil,Pantry,HH014,0.63,0.13,0.068,0.009,4,0
ITM001,Milk,Dairy,HH014,5.98,1.57,0.863,0.192,5,1
ITM012,Cooking Oil,Pantry,HH020,0.49,0.14,0.03,0.017,1,0
ITM004,Rice,Grains,HH002,0.81,0.59,0.182,0.109,1,1
ITM006,Chicken Breast,Meat,HH005,0.92,0.61,0.164,0.026,1,1
ITM013,Frozen Peas,Frozen,HH006,1.28,0.32,0.09,0.068,3,0
ITM005,Ice Cream,Frozen,HH009,1.37,0.49,0.307,0.218,4,1
ITM010,Bananas,Produce,HH019,3.35,0.86,0.589,0.325,4,1
ITM006,Chicken Breast,Meat,HH003,0.85,1.1,0.464,0.14,3,1
ITM011,Cereal,Pantry,HH016,1.23,0.28,0.059,0.007,2,0
ITM013,Frozen Peas,Frozen,HH003,0.16,0.32,0.166,0.049,3,1
ITM001,Milk,Dairy,HH005,11.32,1.85,0.331,0.083,2,0
ITM001,Milk,Dairy,HH002,9.65,1.65,0.434,0.252,4,0
ITM001,Milk,Dairy,HH011,3.02,1.64,0.484,0.07,1,1
ITM010,Bananas,Produce,HH006,1.68,1.35,0.373,0.201,1,1
ITM005,Ice Cream,Frozen,HH007,2.26,0.49,0.223,0.105,5,0
ITM004,Rice,Grains,HH014,1.57,0.43,0.212,0.137,4,1
ITM010,Bananas,Produce,HH004,5.65,1.35,0.725,0.386,2,1
ITM011,Cereal,Pantry,HH020,0.22,0.34,0.044,0.027,5,1
ITM012,Cooking Oil,Pantry,HH006,1.25,0.18,0.042,0.022,2,0
ITM008,Yogurt,Dairy,HH020,4.9,1.92,0.374,0.163,3,0
ITM013,Frozen Peas,Frozen,HH006,3.12,0.56,0.137,0.025,4,0
ITM005,Ice Cream,Frozen,HH017,3.47,0.76,0.175,0.113,3,0
ITM002,Eggs,Dairy,HH017,4.94,0.93,0.303,0.237,4,0
ITM008,Yogurt,Dairy,HH014,7.51,1.37,0.695,0.371,1,0
ITM011,Cereal,Pantry,HH009,0.28,0.32,0.165,0.097,5,1
ITM002,Eggs,Dairy,HH017,5.32,1.41,0.457,0.053,5,0
ITM008,Yogurt,Dairy,HH014,2.91,1.07,0.748,0.156,4,1
ITM004,Rice,Grains,HH006,1.36,0.41,0.115,0.075,3,0
ITM010,Bananas,Produce,HH010,4.17,1.14,0.179,0.04,5,0
ITM014,Orange Juice,Beverages,HH017,1.71,1.15,0.36,0.043,4,1
ITM002,Eggs,Dairy,HH006,4.46,0.97,0.391,0.257,3,0
ITM005,Ice Cream,Frozen,HH009,3.69,0.74,0.289,0.166,1,0
ITM008,Yogurt,Dairy,HH019,4.02,1.23,0.821,0.243,2,1
ITM013,Frozen Peas,Frozen,HH017,0.54,0.42,0.125,0.081,2,1
ITM007,Tomatoes,Produce,HH008,4.54,1.09,0.409,0.319,1,0
ITM001,Milk,Dairy,HH003,7.89,1.28,0.644,0.424,2,0
ITM012,Cooking Oil,Pantry,HH013,0.35,0.14,0.072,0.032,1,1
ITM003,Bread,Bakery,HH004,11.49,1.86,0.833,0.271,4,0
ITM003,Bread,Bakery,HH020,11.38,1.68,0.235,0.136,5,0
ITM010,Bananas,Produce,HH018,5.65,1.42,0.512,0.287,4,0
ITM010,Bananas,Produce,HH019,5.8,1.14,0.563,0.411,2,0
ITM002,Eggs,Dairy,HH013,8.5,1.59,0.514,0.124,4,0
ITM011,Cereal,Pantry,HH006,0.37,0.22,0.08,0.012,2,1
ITM011,Cereal,Pantry,HH011,1.61,0.31,0.062,0.018,4,0
ITM007,Tomatoes,Produce,HH016,4.44,0.82,0.337,0.26,5,0
ITM009,Cheese,Dairy,HH007,1.27,0.36,0.121,0.017,2,0
ITM011,Cereal,Pantry,HH004,0.54,0.24,0.152,0.016,5,1
ITM006,Chicken Breast,Meat,HH008,2.71,0.96,0.401,0.188,3,1
ITM008,Yogurt,Dairy,HH003,1.64,1.27,0.499,0.095,2,1
ITM010,Bananas,Produce,HH015,2.7,0.88,0.261,0.156,2,1
ITM002,Eggs,Dairy,HH003,8.99,1.46,0.518,0.172,1,0
ITM004,Rice,Grains,HH015,1.17,0.43,0.09,0.061,5,0
ITM013,Frozen Peas,Frozen,HH003,2.88,0.48,0.225,0.171,1,0
ITM006,Chicken Breast,Meat,HH013,5.55,0.97,0.27,0.098,5,0
ITM015,Butter,Dairy,HH001,0.24,0.23,0.077,0.044,5,1
ITM004,Rice,Grains,HH014,2.91,0.43,0.225,0.105,5,0
ITM009,Cheese,Dairy,HH003,1.24,0.35,0.105,0.072,4,0
ITM015,Butter,Dairy,HH005,0.99,0.28,0.052,0.022,3,0
ITM001,Milk,Dairy,HH002,10.05,1.61,0.688,0.196,3,0
ITM008,Yogurt,Dairy,HH005,3.66,1.03,0.32,0.139,4,0
ITM006,Chicken Breast,Meat,HH018,4.35,0.94,0.277,0.113,4,0
ITM004,Rice,Grains,HH005,0.48,0.56,0.078,0.038,3,1
ITM003,Bread,Bakery,HH008,4.17,1.81,0.488,0.339,3,1
ITM007,Tomatoes,Produce,HH020,2.44,1.08,0.265,0.197,5,1
ITM010,Bananas,Produce,HH019,1.22,0.99,0.408,0.207,1,1
ITM001,Milk,Dairy,HH020,13.21,2.0,0.266,0.075,4,0
ITM012,Cooking Oil,Pantry,HH020,0.06,0.11,0.026,0.018,2,1
ITM007,Tomatoes,Produce,HH017,4.59,1.39,0.336,0.234,2,0
ITM009,Cheese,Dairy,HH002,0.71,0.23,0.103,0.025,5,1
ITM013,Frozen Peas,Frozen,HH017,0.44,0.42,0.134,0.042,3,1
ITM009,Cheese,Dairy,HH002,0.65,0.31,0.116,0.039,1,1
ITM014,Orange Juice,Beverages,HH004,4.21,1.0,0.433,0.084,2,1
ITM002,Eggs,Dairy,HH008,4.6,0.88,0.478,0.095,4,0
ITM004,Rice,Grains,HH019,2.3,0.4,0.204,0.145,3,0
ITM001,Milk,Dairy,HH003,5.37,1.8,0.606,0.068,5,1
ITM014,Orange Juice,Beverages,HH010,0.78,0.85,0.177,0.085,4,1
ITM002,Eggs,Dairy,HH002,5.8,1.25,0.366,0.225,2,0
ITM011,Cereal,Pantry,HH011,0.9,0.29,0.073,0.02,2,0
ITM004,Rice,Grains,HH020,2.89,0.51,0.113,0.033,3,0
ITM001,Milk,Dairy,HH003,7.92,2.15,0.645,0.262,4,0
ITM004,Rice,Grains,HH020,1.5,0.34,0.087,0.034,4,0
ITM012,Cooking Oil,Pantry,HH008,0.49,0.13,0.052,0.036,5,1
ITM001,Milk,Dairy,HH008,4.28,1.65,0.89,0.5,5,1
ITM015,Butter,Dairy,HH020,1.34,0.25,0.062,0.038,1,0
ITM011,Cereal,Pantry,HH004,0.26,0.22,0.103,0.012,1,1
ITM008,Yogurt,Dairy,HH009,4.18,1.54,0.658,0.139,2,1
ITM010,Bananas,Produce,HH013,6.98,1.0,0.343,0.153,1,0
ITM015,Butter,Dairy,HH013,1.54,0.26,0.089,0.029,2,0
